,Unnamed: 0,n,composition,MagpieData mean Number,MagpieData avg_dev Number,MagpieData minimum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mean MeltingT,MagpieData mean Row,MagpieData avg_dev Row,MagpieData range CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean NpValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData avg_dev NValence,MagpieData mean NsUnfilled,MagpieData avg_dev NpUnfilled,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean GSmagmom,MagpieData mean SpaceGroupNumber,label,distance
10,10,2411.5,Fe0.65 C0.000477 Mn0.000522 Si0.00102 Cr0.00011 Ni0.176 Mo0.0215 V0.000113 Nb6.17e-05 Co0.126 Al0.0017 Ti0.0225,26.687961954540764,1.2006502785009008,43.0,35.0,56.11731326594091,2.315098120486212,1816.556060742575,4.017887633815755,0.0423518677099996,88.0,3.778584670702121,1.0099999999999998,1.8507891120802848,0.0422667254956024,0.0046939826322642,6.346222318977419,0.7468789558855011,0.7571334108023945,0.0216716198150066,0.0288832572027012,0.7494095159593223,10.855362171159966,0.5105870983342873,0.0029330411477477,1.671822141541076,223.06672295312504,2,0.3884370003056874
11,11,2331.1,Fe0.652 Mn0.000522 Si0.00102 Cr0.00011 Ni0.177 Mo0.0209 V0.000113 Nb6.17e-05 Co0.126 Al0.00212 Ti0.0194,26.69736982869196,1.1796974356147418,43.0,35.0,56.1614583265574,2.293830238133826,1814.0931247508752,4.017835135207352,0.0412067315235048,53.0,3.697931289958062,0.6200000000000001,1.8511502815070595,0.0411434944598291,0.0041631360904169,6.361838172695492,0.7412844769430137,0.7515484249827415,0.0210875852779899,0.0292898041100539,0.7439255847372909,10.8384252417346,0.4751764380762575,0.0007890543946755,1.6779089465390946,223.18183317493063,4,0.0
12,12,1274.7,Fe0.655 C0.00752 Mn0.000103 Si0.000201 Cr0.147 Ni9.61e-05 Mo0.0276 V0.00443 N0.00161 Nb6.07e-05 Co0.155 Al0.000836,26.09609189711852,1.1609131127562344,46.0,36.0,54.63329380519498,1.9909878248664044,1901.797727745712,4.008368245631027,0.0548882722456313,93.0,3.369381622732196,1.49,1.8281385258472405,0.0516660190882427,0.0211194720972432,5.906024752645637,0.4628938066723939,0.7119491937860575,0.1747556272567258,0.0790192777898697,0.6530729902491151,10.844875943491818,0.4151303442919558,0.0443529555254414,1.6234362699549407,223.2469585478832,15,0.9481195369338912
13,13,2402.3,Fe0.655 Mn0.000522 Si0.00102 Cr0.00011 Ni0.176 Mo0.0215 V0.00563 Nb6.17e-05 Co0.117 Al0.000425 Ti0.0228,26.687281283775803,1.195384139104244,43.0,35.0,56.003551456014975,2.285081597961565,1819.1929691930168,4.020115318077648,0.0422530563074422,53.0,3.74192912065707,0.6200000000000001,1.8490845378922467,0.0421467977234728,0.0024648306661332,6.329961931615299,0.7445911546611104,0.7558447345661186,0.0216702112564866,0.012391217505232,0.7524581199029564,10.869181513230044,0.5220606690160098,0.000788405836519,1.6683307929175268,223.3933811747133,5,0.30241591832809506
14,14,1460.7,Fe0.656 C0.00758 Mn0.000104 Si0.000203 Cr0.156 Ni9.7e-05 Mo0.0424 V0.00458 N0.00122 Nb6.13e-05 Co0.131 Al0.000844,26.29645502656612,1.5179869828878798,46.0,36.0,54.4231721107305,2.145493458206156,1923.000553730552,4.0238121735729,0.0828930059631051,93.0,3.9120548594140607,1.49,1.8298328859232864,0.0552708546193304,0.0200682079090337,5.859757923617419,0.4831130931897767,0.7638854591184049,0.1984435789883963,0.0772488679513635,0.7093593802783026,10.932514224445272,0.5262262856993298,0.0420859807219215,1.5873605582406007,224.10201938966847,3,1.0833996809073767
15,15,1243.4,Fe0.656 C0.0093 Mn0.000102 Si0.000199 Cr0.152 Ni0.00875 Mo0.0116 V0.00011 Nb0.000481 Co0.161 Al0.000621,25.870443117771806,0.9595671349452664,46.0,32.0,54.780746738281664,1.877938343794976,1890.6165453731048,3.992662196062043,0.0386851771644166,88.0,3.0523259771341844,0.9999999999999998,1.8231512363484752,0.0501674200095987,0.0196158026241722,5.952793694627776,0.4348903261990581,0.6733915614596224,0.1640542591557576,0.0813569901456386,0.6094321155463299,10.737757799271824,0.2709821654757429,0.0419597875546286,1.6388412641312573,223.0013717764005,35,0.9315070716714646
16,16,2381.6,Fe0.657 C0.000954 Mn0.000522 Si0.00102 Cr0.00011 Ni0.166 Mo0.0243 V0.00776 Nb6.17e-05 Co0.12 Al0.0034 Ti0.0189,26.6665650361485,1.269663314766963,43.0,35.0,56.04075957095989,2.316731268086147,1822.5263690195784,4.018033200480347,0.0478434358965417,88.0,3.780140975578276,1.0099999999999998,1.8500966723221768,0.043562016826663,0.0073477964660378,6.295812405996354,0.7347749505039565,0.7445691642969974,0.0244710221526863,0.0495230534152422,0.7322741334511402,10.879582721558616,0.5450242838809211,0.0050775033531571,1.6713118162256904,223.41936058371184,2,0.9237291088413009
17,17,1412.5,Fe0.659 C0.00747 Mn0.000102 Si0.0134 Cr0.156 Ni9.55e-05 Mo0.0297 V0.00451 N0.0008 Nb6.03e-05 Co0.128 Al0.000831,25.942458704711587,1.3026375238824506,46.0,36.0,54.76778535490308,2.163409826225005,1908.224617178056,3.998989268465176,0.061498433810605,93.0,3.5651742693036925,1.49,1.8258456613846352,0.0539543025828429,0.0449724031389779,5.793725964250084,0.5811148613948711,0.8027579406635607,0.1857660959021921,0.1760236104479434,0.6738070302542774,10.997769458200198,0.625927263193017,0.0490944517468945,1.589237574838495,224.19867019851017,6,0.0
18,18,1603.3,Fe0.66 C0.000484 Mn0.000106 Si0.000207 Cr0.000112 Ni0.148 Mo0.0364 V0.000114 Nb6.25e-05 Co0.146 Al0.000646 Ti0.00752,26.974363065528337,1.4071844947120915,43.0,35.0,56.07865691193382,2.06966068394877,1833.4101370527624,4.034653576771505,0.0704224301308385,88.0,3.5594495991404287,1.0099999999999998,1.859116302031258,0.0437649009563208,0.002028707004391,6.366940878896296,0.6684717256053521,0.6887992334094701,0.0365872506568539,0.0119761401411492,0.6856524164602438,10.82791960411997,0.4550632510608929,0.0023368894059579,1.7078280391951193,223.0115030087985,10,0.6447346222941329
19,19,1185.1,Fe0.661 C0.000454 Mn9.93e-05 Si0.0375 Cr0.164 Ni0.0381 Mo0.000114 V0.000107 Nb5.87e-05 Co0.0972 Al0.000606 Ti0.000684,25.377942301557223,1.3432163769300336,43.0,35.0,55.40911900216318,2.665138356221262,1860.1880900029305,3.961155708989593,0.0750381062114552,88.0,3.230041603055924,1.0099999999999998,1.81262177687682,0.0507985780321917,0.0765198920316864,5.774634946890912,0.7057707279275853,0.845397475238825,0.1641853422713549,0.297772285362454,0.6117705139631632,11.113304437752054,0.7411277424702156,0.0310310733926512,1.5684648675125832,225.3268715691109,17,0.6584016246784027
20,20,2510.3,Fe0.661 C0.000475 Mn0.00052 Si0.00102 Cr0.00011 Ni0.17 Mo0.0247 V0.000112 Nb6.15e-05 Co0.111 Al0.0131 Ti0.0177,26.58332403979401,1.3377984996107122,43.0,35.0,56.28334859474184,2.4872183187658017,1810.539146638048,4.009693453230826,0.0490528352619547,88.0,3.744932289199863,1.0099999999999998,1.8495024847506767,0.0434554246621006,0.0160932427884218,6.2668947792980285,0.75215669360827,0.7570938860963814,0.0248765126172923,0.1409014699314656,0.7242710998462021,10.9179564030428,0.6067637698191347,0.0029246493168373,1.6685822924346845,223.73713453260828,7,1.1929438216509656
21,21,2372.4,Fe0.662 C0.000477 Mn0.000521 Si0.00102 Cr0.00011 Ni0.168 Mo0.0236 V0.000112 Nb6.16e-05 Co0.119 Al0.00488 Ti0.0213,26.66131172523798,1.2548024883062625,43.0,35.0,56.10827149355257,2.320795096096115,1816.846538384084,4.01678944054111,0.0464783989111223,88.0,3.708701882212961,1.0099999999999998,1.8501193309316648,0.0425812584592911,0.0078654926831139,6.306516272000206,0.7332665587619261,0.7423720734603664,0.0237459164168035,0.0603236041789553,0.7277621028404101,10.883417915596285,0.5491978687188818,0.0029298830385055,1.6797369940001687,223.3790725950812,2,0.8473568233932995
22,22,1312.6,Fe0.663 C0.00329 Mn0.000103 Si0.000201 Cr0.169 Ni9.63e-05 Mo0.0294 V0.00455 N0.00121 Nb6.08e-05 Co0.129 Al0.000629,26.1492919674084,1.153043838211839,46.0,36.0,54.30620212023487,2.1225045876901056,1905.3012603193013,4.01962020312829,0.0577343639094082,93.0,3.4952112683469965,1.49,1.8201907679662217,0.0561917208943075,0.0112349320132196,5.885000111439811,0.4403293505756298,0.7366014527593853,0.1983536691832741,0.0412347706999769,0.707920366089309,10.895381433367149,0.4216416958858904,0.0227237099242699,1.5983163389973487,224.3254855052786,15,1.1730003891904515
23,23,1350.4,Fe0.664 C0.00751 Mn0.00575 Si0.000201 Cr0.157 Ni9.61e-05 Mo0.0301 V0.00454 N0.00121 Nb6.07e-05 Co0.128 Al0.00105,26.08812319300366,1.1940890006550264,46.0,36.0,54.45463102307933,2.0878309795958194,1908.242061121873,4.011475233357523,0.0596579649292347,93.0,3.554291782544198,1.49,1.823770092938815,0.0568350864586135,0.0201116978607084,5.861708115653366,0.4756947044917434,0.740603210141042,0.187250992428549,0.0786933877720294,0.6845193122573733,10.87352554020516,0.4348663918148273,0.041729224832214,1.6005151818453214,224.1384693699301,15,0.5123689150595688
24,24,1169.4,Fe0.664 C0.00754 Mn0.000103 Si0.000604 Cr0.152 Ni0.0105 Mo0.0292 V0.000111 Nb0.00164 Co0.134 Al0.000629,26.176081421375216,1.231449083301905,46.0,32.0,54.58380209671438,1.991831289192337,1908.1995093904293,4.014522251223851,0.0607643975865032,88.0,3.3646242398872364,0.9999999999999998,1.826241688967708,0.0516351649746499,0.0169114699493265,5.917472986333469,0.4433012215993175,0.7114233320690411,0.1827802308645073,0.0707922951372309,0.6581900032382829,10.858963930174149,0.4257639301644489,0.034355497752235,1.6146989097489437,224.0007747466579,8,0.2597883231342215
25,25,1322.1,Fe0.664 C0.00926 Mn0.000101 Si0.0101 Cr0.134 Ni0.009 Mo0.0114 V0.000109 Nb0.000479 Co0.161 Al0.000618,25.78573735559717,1.0995768711192702,46.0,32.0,55.118020092653786,1.923316695457036,1882.4374571503715,3.982642162975081,0.0577785790990325,88.0,3.334765124571524,0.9999999999999998,1.826830202376441,0.04529159384911,0.0393353645305764,5.912351872424547,0.5041632978548988,0.681849875055918,0.1458692267618069,0.1578319841456167,0.5529989634164902,10.82468634222197,0.4175473284405239,0.0494369477245024,1.656031591905532,222.9814192449106,25,0.6123072172423447
26,26,1870.6,Fe0.665 C0.000468 Mn0.000102 Si0.0002 Cr0.121 Ni0.0768 Mo0.0293 V0.00011 Nb6.06e-05 Co0.0823 Al0.0254 Ti0.000118,26.120641417279124,1.3645740689338652,43.0,35.0,55.30383832441466,2.245142051324309,1856.1983261171952,4.002822176878931,0.0585052457830269,88.0,2.9725325238458,1.0099999999999998,1.824027370100032,0.0507164390122757,0.0267130641631095,5.928228423075947,0.589587693092934,0.792996315574801,0.1502316111386762,0.2523725332048734,0.6215515607246664,11.006337940037788,0.6028782791452416,0.0022567903198313,1.575403647439552,225.69140675815743,9,0.09149019948279162
27,27,1580.0,Fe0.666 C0.000482 Mn0.000105 Si0.000206 Cr0.000111 Ni0.149 Mo0.0308 V0.000114 Nb6.23e-05 Co0.15 Al0.000644 Ti0.00242,26.910952240039776,1.282562836570658,43.0,35.0,56.185454629822885,2.02992114683995,1826.4067755373967,4.029049918080438,0.0599348437972526,88.0,3.432547857845521,1.0099999999999998,1.8590181973135904,0.0407128557185158,0.0020201125202673,6.398867616926263,0.6575137885961199,0.6748297909450595,0.0309750253089097,0.011928754137402,0.6716432919789599,10.767352822103916,0.3447916706663148,0.0023264395826847,1.726782183960986,223.04785046527093,10,0.6447346222941327
28,28,1164.4,Fe0.666 C0.00702 Mn0.000102 Si0.0002 Cr0.157 Ni9.58e-05 Mo0.0296 V0.00508 N0.00602 Nb6.05e-05 Co0.129 Al0.00104,26.00365264997654,1.2047706655072783,46.0,36.0,54.59186203448339,2.1138482833371683,1899.96659589622,4.0023376520385225,0.0591103140478194,93.0,3.596347097997269,1.49,1.830600257706037,0.0568808185210087,0.0334991879393335,5.841641528126286,0.5095826871746337,0.752481412504674,0.1864333682274884,0.1026676136317174,0.6806200749522979,10.894742889530791,0.460479962485563,0.0703815142012486,1.6035576657403992,224.0284895911312,27,0.6065448070187174
29,29,1550.3,Fe0.666 C0.00751 Mn0.000103 Si0.000201 Cr0.155 Ni9.6e-05 Mo0.0299 V0.00963 N0.00161 Nb6.07e-05 Co0.129 Al0.00104,26.072776532576544,1.1936739231216535,46.0,36.0,54.45272687406008,2.120508379787549,1910.0342541379007,4.010478120947172,0.0592846021339335,93.0,3.646253096968592,1.49,1.8251471803199253,0.0554773194819951,0.0212887917790788,5.853033747814203,0.4920144119239583,0.7522006432752719,0.1849328306224252,0.080888946630058,0.6945532581225576,10.885568039775718,0.4513941634216028,0.0442772304213755,1.6052694853221932,224.16034733565647,15,0.6900823354159625
30,30,2381.6,Fe0.667 C0.000477 Mn0.000522 Si0.00102 Cr0.00011 Ni0.171 Mo0.0233 V0.000113 Nb6.17e-05 Co0.115 Al0.00361 Ti0.0184,26.686912941527783,1.2356835503190966,43.0,35.0,56.12820502057888,2.281611017467278,1817.184203754156,4.017766796516978,0.0458651274309144,88.0,3.64401090194595,1.0099999999999998,1.8511889853197088,0.0418710376034031,0.0065999496109237,6.328162206853654,0.7258457661330341,0.7354822590722305,0.0234573042523803,0.0478012908015804,0.7238117718237079,10.858143493338138,0.5010689629795987,0.0029312530899786,1.6866642399522749,223.6108683101181,2,0.7387658300928734
31,31,1405.6,Fe0.667 C0.00984 Mn0.000102 Si0.0002 Cr0.158 Ni9.59e-05 Mo0.0295 V0.00453 N0.000804 Nb6.06e-05 Co0.129 Al0.00104,26.04440514011333,1.189906012987978,46.0,36.0,54.51210676158362,2.086222786542002,1914.904193226668,4.007031387085728,0.0586953710063284,93.0,3.5272903871830987,1.49,1.8262276647278344,0.054829829330074,0.0235279414301033,5.856599336614435,0.4866210182314128,0.7476959315032045,0.1875282513766375,0.0943924682336934,0.6792784871165644,10.858212263177704,0.4320426497887137,0.0495620385483504,1.607344735417181,224.1071364189677,27,0.688472683727079
32,32,1529.6,Fe0.667 C0.00984 Mn0.000102 Si0.0002 Cr0.158 Ni9.59e-05 Mo0.0295 V0.00508 N0.000804 Nb6.06e-05 Co0.128 Al0.00104,26.04177439239389,1.1893596383107372,46.0,36.0,54.5039349419464,2.093376773937956,1915.19863182033,4.007034552088205,0.058721604084217,93.0,3.54462670059603,1.49,1.8260659222934363,0.0550172622618051,0.023538531942614,5.853884052824659,0.488871642928373,0.7498534023931297,0.1876126625138475,0.0944344454892039,0.6815262572483913,10.860009457417538,0.4339047801493912,0.0495843476564746,1.606519340300974,224.1399437343863,27,0.6775256165994237
33,33,1825.8,Fe0.668 C0.000469 Mn0.000102 Si0.0002 Cr0.119 Ni0.0764 Mo0.0293 V0.00011 Nb6.06e-05 Co0.0817 Al0.0252 Ti0.000118,26.125841994620348,1.360339888176304,43.0,35.0,55.30811796539002,2.2291973135023304,1855.706163214744,4.003020607607223,0.0585052362427493,88.0,2.9469658087926485,1.0099999999999998,1.8243486896043373,0.0500781517293288,0.0265205070735342,5.9300069674043,0.5842571124632344,0.78526715228483,0.1482628058532591,0.2505336974373038,0.6146475209347578,11.004773872946506,0.6006198881806727,0.0022617321614662,1.5808782894914948,225.71409838070804,9,0.09149019948279179
34,34,1352.2,Fe0.668 C0.00972 Mn0.00435 Si0.0099 Cr0.134 Ni0.0112 Mo0.0119 V0.000109 Nb5.98e-05 Co0.15 Al0.000618,25.7697530286337,1.1149026468291898,46.0,32.0,55.09186775546258,1.906664430715237,1882.601379977613,3.981999222288632,0.0591958773709943,88.0,3.3111051447295226,0.9999999999999998,1.8258442909024573,0.0471893613854242,0.0398637084830547,5.90026111739201,0.5102800350181045,0.6862896656870325,0.1459807044368753,0.159860791884652,0.5569018863362828,10.823182573744576,0.4129578734906291,0.0513611749202485,1.6490993510920764,223.28971028651304,25,0.578425725489116
35,35,1837.9,Fe0.668 Mn0.000102 Si0.0002 Cr0.119 Ni0.0767 Mo0.0292 V0.000111 Nb6.06e-05 Co0.0813 Al0.0248 Ti0.000235,26.138674409722988,1.3540760714284636,43.0,35.0,55.29057487351815,2.2044919852568645,1855.055255101336,4.004261841900729,0.0582887772474482,53.0,2.94248756877679,0.6200000000000001,1.824030412462192,0.049929319763462,0.0252073454204555,5.934984854586625,0.5769731501988621,0.7803877941806312,0.1483038157319042,0.243429116378495,0.6151267167776917,11.00539717452976,0.5969907288589507,0.0001546450635715,1.581941247057036,225.7377003658866,12,0.0
36,36,1133.4,Fe0.669 C0.00331 Mn0.0059 Si0.00648 Cr0.129 Ni9.69e-05 Mo0.0375 V0.000112 N0.00203 Nb6.12e-05 Co0.147 Al0.000632,26.292801247719936,1.3865315288083413,46.0,36.0,54.74921121010115,1.8727349561117967,1892.9970417594416,4.019747041844347,0.0735564171680487,93.0,3.392198326856627,1.49,1.8312669143953573,0.0494984749650392,0.0262725196057503,5.8997359063394965,0.457524643632673,0.685941938570196,0.1663745111610262,0.095508578474533,0.6133842799532241,10.960932762467948,0.5597784179974586,0.0329209693802584,1.637880337531755,223.58749776875376,41,0.6779262071940921
37,37,1358.2,Fe0.669 C0.00929 Mn0.000102 Si0.000596 Cr0.151 Ni9.5e-05 Mo0.0115 V0.00011 Nb0.00048 Co0.157 Al0.00062,25.84491389717672,0.9569256548578003,46.0,32.0,54.732126550195886,1.8502253886145807,1890.9895362340003,3.992182381753023,0.0394358994365776,88.0,2.913659424746456,0.9999999999999998,1.822414189737276,0.0496341744086303,0.0203962220179577,5.930247561245179,0.4297132324254412,0.6653932615788584,0.1630137438449759,0.0844092514692562,0.5993014809976636,10.746187534612767,0.2740952395904241,0.0422372911192616,1.6555426830642046,223.1733678871526,35,0.5677217240523251
38,38,1354.2,Fe0.669 C0.00957 Mn9.96e-05 Si0.0388 Cr0.132 Ni0.00876 Mo0.0113 V0.000107 Nb0.000471 Co0.129 Al0.000608,25.40489115104336,1.643467484643292,46.0,32.0,55.700113312226,2.846221946124565,1880.07715710348,3.953209692836643,0.1125446163603989,88.0,4.026477371902902,0.9999999999999998,1.8277541832897275,0.0448768489203957,0.0973756936472732,5.707906328559843,0.7645564205881381,0.839503483375481,0.1438119001043896,0.373890545004475,0.5370110594953824,11.115982639048752,0.8602840568243811,0.0730398925454399,1.6174618926222823,224.0323700060297,13,1.2680862264408184
39,39,1081.1,Fe0.67 C0.00439 Mn0.00704 Si0.00563 Cr0.138 Ni9.99e-05 Mo0.000122 V0.000115 N0.00126 Nb6.31e-05 Co0.147 W0.0255 Al0.000652,26.903052890770024,2.436440476917653,46.0,36.0,54.760124895986685,1.824812602498831,1907.185734414005,4.033607401747424,0.1006566651038878,93.0,3.419238108736441,1.49,1.8303806477229083,0.0518520612553488,0.0244751328170005,5.878959106765667,0.4922676137699321,0.8643001821894465,0.1382027899571145,0.0931273046641963,0.6068684212420059,10.89861647080484,0.4702430707084709,0.0322041721340331,1.6420411868521023,223.5578057991423,14,6.938893903907228e-18
40,40,1515.8,Fe0.67 C0.00564 Mn0.000103 Si0.000201 Cr0.158 Ni9.63e-05 Mo0.03 V0.00477 N0.00121 Nb6.08e-05 Co0.129 Al0.000628,26.13336439570272,1.1781001284007626,46.0,36.0,54.41836020098247,2.059613988397844,1906.782973226912,4.015536319515348,0.0592047542756453,93.0,3.471088028172973,1.49,1.8238999154854152,0.0540101979598708,0.01594463829528,5.880549251777341,0.4494212385121986,0.72466354005754,0.1881155228055841,0.059822469717336,0.6816458230320546,10.881965312588743,0.4274137495175243,0.0333112732493882,1.6144238651544147,224.23932992107405,15,0.38355279176506546
41,41,1502.0,Fe0.67 C0.00798 Mn0.000103 Si0.000201 Cr0.155 Ni9.61e-05 Mo0.0299 V0.00454 N0.00121 Nb6.07e-05 Co0.131 Al0.000627,26.09355954296006,1.19001440646182,46.0,36.0,54.49692210930994,2.0500668031226525,1910.005863780978,4.010744987248152,0.059235026419144,93.0,3.481217836186875,1.49,1.8262124357136449,0.053624464692591,0.0206042102978482,5.872431368763501,0.4664390559774137,0.7293684489447,0.1848280304397503,0.0781312832780105,0.6724006998166312,10.866535687562775,0.4290907874340177,0.0437907899709588,1.6158911658942223,224.09234231668503,15,0.32598248403581925
