,Unnamed: 0,n,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData range Row,MagpieData avg_dev Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData mean NsValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData mean NsUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mean NdUnfilled,MagpieData maximum NfUnfilled,MagpieData mean NfUnfilled,MagpieData minimum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData mean GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData mean GSmagmom,MagpieData maximum SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,label,distance
10,10,0.0,Ag2 P2 Pb1 O7,8.0,82.0,8.0,87.0,22.0,82.16666666666667,5.916666666666664,87.0,191.2006,49.739977,45.619411500000005,54.8,1234.93,1180.13,340.7225,341.38375,54.8,11.0,5.0,14.833333333333334,1.4166666666666663,4.0,1.1666666666666667,66.0,146.0,80.0,92.66666666666669,31.11111111111111,66.0,1.93,3.44,2.8875,0.6445833333333334,3.44,1.0,1.8333333333333333,3.0,1.1666666666666667,4.0,0.0,10.0,10.0,2.5,3.75,0.0,14.0,1.1666666666666667,5.0,28.0,23.0,8.5,4.083333333333333,6.0,1.0,0.1666666666666666,4.0,4.0,2.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,1.0,3.0,2.1666666666666665,0.5833333333333334,2.0,9.105,19.005,14.137123015866663,5.870810185177777,9.105,1.625,0.2708333333333333,0.0,0.0,0.0,225.0,63.583333333333336,80.70833333333333,1,2.7097296472912986
11,11,0.18,Ag2 Pd1 O2,8.0,47.0,8.0,87.0,25.0,73.2,11.04,65.0,91.8688,70.83104,43.865312,54.8,1828.05,1773.25,881.5020000000001,661.3616,54.8,10.0,6.0,12.8,2.56,3.0,1.44,66.0,145.0,79.0,112.2,36.96,66.0,1.93,3.44,2.588,0.6816,1.93,0.0,1.2,1.6,1.9200000000000004,0.0,0.0,10.0,10.0,6.0,4.8,0.0,0.0,0.0,6.0,11.0,5.0,8.8,2.24,6.0,1.0,0.4,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.64,1.0,9.105,7.224999999999998,13.056,3.160799999999999,9.105,0.0,0.0,0.0,0.0,0.0,225.0,139.8,102.24,308,2.388653602248736
12,12,0.0,Ag3 As1 O4,8.0,47.0,8.0,87.0,22.0,78.375,10.03125,87.0,91.8688,57.815475,41.816075,54.8,1234.93,1180.13,626.74875,571.94875,54.8,11.0,5.0,14.0,2.25,3.0,1.375,66.0,145.0,79.0,102.25,36.25,66.0,1.93,3.44,2.71625,0.72375,3.44,1.0,1.625,2.375,1.78125,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,6.0,15.0,9.0,9.0,3.0,6.0,1.0,0.375,3.0,3.0,1.375,1.03125,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.75,0.5625,2.0,9.105,13.07,13.448125,4.343124999999999,9.105,0.0,0.0,0.0,0.0,0.0,225.0,111.125,99.125,116,2.3258052097075983
13,13,0.0,Ag3 Pd1,46.0,47.0,47.0,65.0,3.0,64.25,1.125,65.0,1.4482,107.50615,0.5430749999999982,1234.93,1828.05,593.1199999999999,1383.21,222.42,1234.93,10.0,1.0,10.75,0.375,0.0,0.0,139.0,145.0,6.0,143.5,2.25,145.0,1.93,2.2,1.9975,0.1012500000000001,1.93,0.0,0.75,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,11.0,1.0,10.75,0.375,11.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.375,1.0,14.41,1.9199999999999984,15.849999999999998,0.7199999999999998,16.33,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,63,2.8843552179169225
14,14,0.0,Ag3 Ru1 O4,8.0,47.0,8.0,87.0,31.0,74.875,12.125,87.0,91.8688,61.084025,45.084625,54.8,2607.0,2552.2,816.37375,761.57375,54.8,8.0,8.0,13.125,2.875,3.0,1.5,66.0,146.0,80.0,105.625,39.625,66.0,1.93,3.44,2.71875,0.72125,3.44,1.0,1.5,2.0,2.0,4.0,0.0,10.0,10.0,4.625,4.625,0.0,0.0,0.0,6.0,11.0,5.0,8.125,2.15625,6.0,1.0,0.5,2.0,2.0,1.0,1.0,2.0,3.0,0.375,0.0,0.0,1.0,3.0,1.875,0.65625,2.0,9.105,7.224999999999998,12.364999999999998,3.259999999999999,9.105,0.0,0.0,0.0,0.0,0.0,225.0,114.625,102.625,308,3.6439218871470223
15,15,1.4,Ag5 I1 O6,8.0,53.0,8.0,96.0,31.0,78.58333333333333,11.319444444444445,87.0,110.90507,63.52015583333334,47.52075583333334,54.8,1234.93,1180.13,574.1916666666667,550.6152777777778,54.8,11.0,6.0,14.0,2.5,3.0,1.5,66.0,145.0,79.0,105.0,39.0,66.0,1.93,3.44,2.7458333333333336,0.6941666666666667,3.44,1.0,1.5833333333333333,2.4166666666666665,2.013888888888889,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,6.0,17.0,11.0,9.0,3.0,6.0,1.0,0.4166666666666667,2.0,2.0,1.0833333333333333,0.9166666666666666,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.5,2.0,9.105,33.91,14.941249999999998,5.83625,9.105,1.062,0.0885,0.0,0.0,0.0,225.0,105.08333333333331,99.93055555555556,116,3.3541293798976834
16,16,0.0,Ag7 S2 I2,16.0,53.0,47.0,96.0,31.0,74.81818181818181,12.49586776859504,65.0,94.83947,97.54694,23.811614545454542,386.85,1234.93,848.08,926.8118181818182,392.1504132231405,1234.93,11.0,6.0,13.0,2.5454545454545454,2.0,0.5950413223140494,105.0,145.0,40.0,136.63636363636363,11.504132231404965,145.0,1.93,2.66,2.180909090909091,0.3193388429752067,1.93,1.0,1.3636363636363635,1.6363636363636365,2.0826446280991733,0.0,0.0,10.0,10.0,8.181818181818182,2.9752066115702487,10.0,0.0,0.0,6.0,17.0,11.0,11.181818181818182,2.115702479338843,11.0,1.0,0.6363636363636364,2.0,2.0,0.5454545454545454,0.6942148760330578,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.181818181818182,0.2975206611570248,1.0,16.33,26.685,22.90125,8.36340909090909,16.33,2.202,0.5934545454545455,0.0,0.0,0.0,225.0,167.54545454545453,73.12396694214875,2,2.6569921257600684
17,17,1.0,Ag7 As1 S6,16.0,47.0,47.0,88.0,23.0,76.21428571428571,11.214285714285714,65.0,75.8032,73.02778571428571,35.11095918367347,388.36,1234.93,846.57,861.7621428571429,405.7732653061225,1234.93,11.0,5.0,13.428571428571429,2.4285714285714284,2.0,0.9285714285714286,105.0,145.0,40.0,126.0,19.0,145.0,1.93,2.58,2.2264285714285714,0.303061224489796,1.93,1.0,1.5,1.9285714285714288,1.9285714285714288,0.0,0.0,10.0,10.0,5.714285714285714,4.8979591836734695,10.0,0.0,0.0,6.0,15.0,9.0,9.142857142857142,2.693877551020408,11.0,1.0,0.5,3.0,3.0,1.0714285714285714,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.5714285714285714,0.5714285714285714,1.0,16.33,9.456875,20.800446428571423,4.470446428571429,16.33,2.202,0.9437142857142856,0.0,0.0,0.0,225.0,154.35714285714286,72.3061224489796,2,1.5780640957956815
18,18,1.0,Ag7 As1 Se6,33.0,47.0,47.0,89.0,24.0,76.64285714285714,11.642857142857142,65.0,32.946600000000004,93.12564285714286,14.742557142857148,494.0,1234.93,740.9300000000001,907.0364285714286,354.03122448979593,1234.93,11.0,5.0,13.428571428571429,2.4285714285714284,1.0,0.5,119.0,145.0,26.0,132.42857142857142,12.571428571428571,145.0,1.93,2.55,2.2135714285714285,0.2883673469387754,1.93,1.0,1.5,1.9285714285714288,1.9285714285714288,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,11.0,16.0,5.0,13.428571428571429,2.4285714285714284,11.0,1.0,0.5,3.0,3.0,1.0714285714285714,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.5714285714285714,0.5714285714285714,1.0,16.33,9.590000000000003,20.8575,4.527500000000002,16.33,0.799,0.3424285714285714,0.0,0.0,0.0,225.0,130.35714285714286,99.734693877551,177,2.8468458110322103
19,19,0.0,Ag7 N1 O11,7.0,47.0,8.0,87.0,22.0,78.63157894736842,10.044321329639889,87.0,93.8615,49.74092105263159,42.830626592797785,54.8,1234.93,1180.13,490.018947368421,548.8818282548476,54.8,11.0,5.0,14.105263157894736,2.28808864265928,3.0,1.3961218836565097,66.0,145.0,79.0,95.36842105263158,36.57063711911358,66.0,1.93,3.44,2.8626315789473686,0.687202216066482,3.44,1.0,1.631578947368421,2.473684210526316,1.822714681440444,4.0,0.0,10.0,10.0,3.684210526315789,4.653739612188366,0.0,0.0,0.0,5.0,11.0,6.0,7.7894736842105265,2.365650969529086,6.0,1.0,0.3684210526315789,3.0,3.0,1.3157894736842106,0.969529085872576,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6842105263157894,0.5041551246537397,2.0,9.105,7.224999999999998,12.064934210526316,3.427292243767313,9.105,6.437,0.3387894736842105,0.0,0.0,0.0,225.0,100.05263157894736,101.95567867036011,116,4.126364972056795
20,20,1.18,Ag8 Ge1 S6,16.0,47.0,47.0,88.0,23.0,75.13333333333334,10.80888888888889,65.0,75.8032,75.19837333333334,34.84781511111111,388.36,1234.93,846.57,894.7333333333333,405.0986666666667,1234.93,11.0,5.0,13.2,2.3466666666666667,2.0,0.9244444444444444,105.0,145.0,40.0,127.33333333333331,18.84444444444444,145.0,1.93,2.58,2.195333333333333,0.3077333333333333,1.93,1.0,1.4666666666666666,1.7333333333333334,1.848888888888889,0.0,0.0,10.0,10.0,6.0,4.8,10.0,0.0,0.0,6.0,14.0,8.0,9.2,2.5600000000000005,11.0,1.0,0.5333333333333333,4.0,4.0,1.0666666666666669,1.1377777777777778,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.6,0.6400000000000001,1.0,16.33,9.456875,20.55775,4.509600000000001,16.33,2.202,0.9063333333333332,0.0,0.0,0.0,225.0,163.0,74.4,2,1.8748340252735056
21,21,0.71,Ag8 Sn1 Se6,34.0,50.0,47.0,89.0,24.0,75.6,11.306666666666668,65.0,39.75,97.02770666666667,14.454165333333334,494.0,1234.93,740.9300000000001,889.9013333333334,368.0305777777778,1234.93,11.0,5.0,13.2,2.3466666666666667,1.0,0.4800000000000001,120.0,145.0,25.0,134.6,11.68,145.0,1.93,2.55,2.18,0.2959999999999999,1.93,1.0,1.4666666666666666,1.7333333333333334,1.848888888888889,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,11.0,16.0,5.0,13.2,2.3466666666666667,11.0,1.0,0.5333333333333333,4.0,4.0,1.0666666666666669,1.1377777777777778,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.6,0.6400000000000001,1.0,16.33,16.955,21.296333333333333,5.297422222222224,16.33,0.799,0.3196,0.0,0.0,0.0,225.0,135.0,96.8,177,2.6731865954602534
22,22,0.0,Ag9 Pb4 O12,8.0,82.0,8.0,87.0,22.0,78.12,9.4464,87.0,191.2006,79.664264,61.118269440000006,54.8,1234.93,1180.13,566.9764,491.689344,54.8,11.0,5.0,13.88,2.0736,4.0,1.6512,66.0,146.0,80.0,107.24,39.5904,66.0,1.93,3.44,2.7188,0.692352,3.44,1.0,1.64,2.24,1.6896,4.0,0.0,10.0,10.0,5.2,4.992,0.0,14.0,2.24,6.0,28.0,22.0,11.32,5.3376,6.0,1.0,0.36,4.0,4.0,1.6,1.152,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.96,0.6912,2.0,9.105,19.005,14.7468,5.416127999999999,9.105,0.0,0.0,0.0,0.0,0.0,225.0,122.76,106.3296,1,2.058113988172886
23,23,0.0,Ag9 Ge2 I1 O8,8.0,53.0,47.0,96.0,31.0,76.75,10.575,65.0,110.90507,68.54967350000001,42.040218800000005,54.8,1234.93,1180.13,718.1210000000001,563.7839,1234.93,11.0,6.0,13.6,2.3400000000000003,3.0,1.36,66.0,145.0,79.0,110.6,35.68,145.0,1.93,3.44,2.5785,0.69735,1.93,1.0,1.55,2.05,1.855,0.0,0.0,10.0,10.0,6.0,4.8,10.0,0.0,0.0,6.0,17.0,11.0,9.6,2.88,11.0,1.0,0.45,4.0,4.0,1.25,1.15,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.7,0.7,1.0,9.105,33.91,15.441749999999995,5.0694,16.33,1.062,0.0914,0.0,0.0,0.0,225.0,131.75,102.575,2,4.196517598993441
24,24,1.4,Ag1 As1 Se2,33.0,47.0,34.0,89.0,24.0,81.75,8.375,89.0,32.946600000000004,85.17745,11.345375,494.0,1234.93,740.9300000000001,828.2325000000001,334.2325,494.0,11.0,5.0,14.5,1.75,1.0,0.375,119.0,145.0,26.0,126.0,9.5,120.0,1.93,2.55,2.3025,0.2474999999999999,2.55,1.0,1.75,2.75,1.375,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,11.0,16.0,5.0,14.5,1.75,16.0,1.0,0.25,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5,2.0,16.33,9.590000000000003,22.58625,3.333750000000001,25.92,0.799,0.3995,0.799,0.0,0.0,225.0,104.75,90.75,174,2.804190441158161
25,25,0.0,Ag1 Au3,47.0,79.0,79.0,66.0,1.0,65.75,0.375,66.0,89.09836899999999,174.69197675,33.41188837499999,1234.93,1337.33,102.39999999999986,1311.73,38.39999999999992,1337.33,11.0,0.0,11.0,0.0,1.0,0.375,136.0,145.0,9.0,138.25,3.375,136.0,1.93,2.54,2.3875,0.2287499999999999,2.54,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,14.0,10.5,11.0,25.0,14.0,21.5,5.25,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,16.33,0.370000000000001,16.607499999999998,0.1387500000000008,16.7,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,67,4.021835139699054
