,n,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData minimum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData mean Column,MagpieData avg_dev Column,MagpieData avg_dev Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData mean NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData maximum NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData mean NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,label,distance
14,85.11186666666659,Co1 I2,27.0,53.0,53.0,96.0,83.33333333333333,16.88888888888889,96.0,104.24737833333334,30.20945555555556,386.85,1381.15,847.2333333333332,386.85,14.333333333333334,3.555555555555556,0.4444444444444443,126.0,139.0,134.66666666666666,5.777777777777781,139.0,1.88,2.66,2.4,0.3466666666666668,2.66,2.0,2.0,0.0,5.0,3.333333333333333,2.222222222222222,5.0,7.0,10.0,9.0,1.3333333333333333,0.0,9.0,17.0,14.333333333333334,3.555555555555556,17.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,3.0,1.0,1.6666666666666667,0.888888888888889,1.0,10.245,43.015,32.09166666666667,14.564444444444446,43.015,0.7080000000000001,0.472,1.062,64.0,194.0,130.0,107.33333333333331,57.77777777777777,64.0,0,4.386539186700607
15,74.06065000000028,Nb4 Se8 Br8,34.0,41.0,34.0,95.0,83.0,14.4,89.0,82.126876,4.311801600000001,265.8,2484.2,853.9200000000001,265.8,14.2,3.6800000000000006,0.3200000000000001,120.0,164.0,128.8,14.080000000000007,120.0,1.6,2.96,2.524,0.3695999999999999,2.55,1.0,1.8,0.0,5.0,3.6,1.44,4.0,4.0,10.0,8.8,1.92,0.0,5.0,17.0,14.2,3.6800000000000006,16.0,1.0,0.2,0.0,2.0,2.0,1.2,0.6399999999999999,1.0,6.0,1.0,2.6,1.7600000000000002,1.0,18.18,29.48,25.796000000000003,3.0464,25.92,0.9024,0.4436799999999999,0.799,14.0,229.0,215.0,77.0,60.8,14.0,0,4.5464243503253225
16,42.066166666666405,Zr2 Br2 N2,7.0,40.0,7.0,95.0,73.66666666666667,19.77777777777777,44.0,61.71156666666666,31.803244444444445,63.05,2064.95,818.9500000000002,63.05,12.0,5.333333333333333,1.1111111111111112,71.0,175.0,122.0,35.333333333333336,71.0,1.33,3.04,2.4433333333333334,0.7422222222222222,1.33,2.0,2.0,0.0,5.0,2.6666666666666665,1.777777777777778,0.0,0.0,10.0,4.0,4.0,0.0,4.0,17.0,8.666666666666666,5.5555555555555545,4.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,8.0,1.0,4.0,2.6666666666666665,1.0,14.76875,29.48,22.48125,5.141666666666667,14.76875,2.631333333333333,2.537111111111112,0.0,64.0,194.0,130.0,150.66666666666666,57.77777777777778,64.0,1,4.894222479918847
17,77.39025,Br6 In2,35.0,49.0,35.0,95.0,90.0,7.5,95.0,88.6325,13.09275,265.8,163.95,306.7875,265.8,16.0,1.5,0.375,120.0,142.0,125.5,8.25,120.0,1.78,2.96,2.665,0.4425000000000001,2.96,2.0,2.0,1.0,4.0,4.0,1.5,5.0,10.0,10.0,10.0,0.0,0.0,13.0,17.0,16.0,1.5,17.0,0.0,0.0,1.0,5.0,4.0,2.0,1.5,1.0,0.0,1.0,2.0,1.5,1.0,24.26,29.48,28.175,1.9575,29.48,1.09275,0.546375,1.457,64.0,139.0,75.0,82.75,28.125,64.0,3,5.866808094308301
18,44.36850000000003,Y2 Ga2 I2,31.0,53.0,31.0,96.0,60.66666666666666,32.44444444444445,12.0,95.17777333333332,21.15113111111112,302.91,1496.09,829.5866666666666,302.91,11.0,5.333333333333333,0.4444444444444443,122.0,190.0,150.33333333333334,26.444444444444446,122.0,1.22,2.66,1.8966666666666667,0.508888888888889,1.22,2.0,2.0,0.0,5.0,2.0,2.0,0.0,1.0,10.0,7.0,4.0,0.0,3.0,17.0,11.0,5.333333333333333,3.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,9.0,1.0,5.0,2.6666666666666665,1.0,18.8575,43.015,31.412500000000005,8.37,18.8575,0.354,0.472,0.0,64.0,194.0,130.0,107.33333333333331,57.77777777777777,64.0,1,6.734289125666881
19,92.2688749999998,Y2 I6,39.0,53.0,53.0,96.0,75.0,31.5,96.0,117.404815,14.249482500000004,386.85,1412.15,739.8875,386.85,13.5,5.25,0.0,139.0,190.0,151.75,19.125,139.0,1.22,2.66,2.3000000000000003,0.54,2.66,2.0,2.0,0.0,5.0,3.75,1.875,5.0,1.0,10.0,7.75,3.375,0.0,3.0,17.0,13.5,5.25,17.0,0.0,0.0,0.0,1.0,1.0,0.75,0.375,1.0,9.0,1.0,3.0,3.0,1.0,32.365,43.015,40.352500000000006,3.993749999999997,43.015,0.7965,0.39825,1.062,64.0,194.0,130.0,96.5,48.75,64.0,0,5.429926974084825
20,80.4718750000002,Nb4 Co4 Te8,27.0,52.0,52.0,90.0,71.25,18.75,90.0,101.75989375,25.84010625,722.66,2027.34,1490.83,722.66,11.5,4.5,0.375,126.0,164.0,141.5,11.25,138.0,1.6,2.1,1.92,0.18,2.1,1.0,1.75,0.0,4.0,2.0,2.0,4.0,4.0,10.0,7.75,2.25,0.0,5.0,16.0,11.5,4.5,16.0,1.0,0.25,0.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,3.5,1.75,2.0,10.245,34.7633333333,24.48791666665,10.27541666665,34.7633333333,0.232,0.232,0.464,152.0,229.0,77.0,181.75,29.75,152.0,0,5.609022029894217
21,81.84250000000004,Mn2 Se2,25.0,34.0,25.0,89.0,70.5,18.5,52.0,66.9490225,12.010977499999996,494.0,1025.0,1006.5,494.0,11.5,4.5,0.0,120.0,139.0,129.5,9.5,120.0,1.55,2.55,2.05,0.4999999999999999,1.55,2.0,2.0,0.0,4.0,2.0,2.0,0.0,5.0,10.0,7.5,2.5,0.0,7.0,16.0,11.5,4.5,7.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,5.0,2.0,3.5,1.5,2.0,10.4875862069,25.92,18.20379310345,7.716206896550001,10.4875862069,0.3995,0.3995,0.0,14.0,217.0,203.0,115.5,101.5,14.0,0,6.6150245911754535
22,68.47100000000061,Al2 H2 O4,1.0,13.0,8.0,92.0,84.75,5.875,87.0,14.99706965,6.994564825,14.01,919.46,264.27,54.8,11.5,5.25,0.5,31.0,121.0,71.0,25.0,66.0,1.61,3.44,2.6725000000000003,0.7674999999999998,3.44,1.0,1.75,0.0,4.0,2.25,1.75,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,2.0,6.0,1.0,0.25,0.0,5.0,5.0,2.25,1.375,2.0,0.0,1.0,2.5,1.25,2.0,6.615,16.48,10.32625,3.076875,9.105,1.96325,2.944875,0.0,12.0,225.0,213.0,110.75,98.75,12.0,2,7.792547399510965
23,66.60233333333298,Co1 O2,8.0,27.0,8.0,87.0,77.33333333333333,12.888888888888893,87.0,30.310665,19.081686666666663,54.8,1713.2,625.8666666666667,54.8,13.666666666666666,3.111111111111111,0.8888888888888888,66.0,126.0,86.0,26.666666666666668,66.0,1.88,3.44,2.92,0.6933333333333334,3.44,2.0,2.0,0.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,7.0,2.333333333333333,3.1111111111111107,0.0,6.0,9.0,7.0,1.3333333333333333,6.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,3.0,2.0,2.333333333333333,0.4444444444444445,2.0,9.105,10.245,9.485,0.5066666666666659,9.105,0.0,0.0,0.0,12.0,194.0,182.0,72.66666666666667,80.8888888888889,12.0,2,4.721004579419574
24,81.01406249999998,Bi4 Br12,35.0,83.0,35.0,95.0,92.75,3.375,95.0,112.1731,48.403650000000006,265.8,278.6,335.45000000000005,265.8,16.5,0.75,0.75,120.0,148.0,127.0,10.5,120.0,2.02,2.96,2.725,0.3525000000000001,2.96,2.0,2.0,3.0,2.0,4.5,0.75,5.0,10.0,10.0,10.0,0.0,14.0,17.0,29.0,20.0,4.5,17.0,0.0,0.0,1.0,3.0,2.0,1.5,0.75,1.0,0.0,1.0,1.5,0.75,1.0,29.48,32.95,30.3475,1.3012500000000005,29.48,1.09275,0.546375,1.457,12.0,64.0,52.0,51.0,19.5,64.0,3,5.8886946210384785
25,37.02383333333259,Br2 O2 Y2,8.0,39.0,8.0,95.0,64.66666666666667,35.11111111111111,12.0,61.60308333333333,30.40245555555556,54.8,1744.2,706.5333333333333,54.8,12.0,6.0,1.1111111111111112,66.0,190.0,125.33333333333331,43.11111111111111,66.0,1.22,3.44,2.54,0.8799999999999999,1.22,2.0,2.0,0.0,5.0,3.0,2.0,0.0,0.0,10.0,3.6666666666666665,4.222222222222222,0.0,3.0,17.0,8.666666666666666,5.5555555555555545,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,9.0,1.0,4.0,3.333333333333333,1.0,9.105,32.365,23.65,9.696666666666667,9.105,0.4856666666666667,0.6475555555555556,0.0,12.0,194.0,182.0,90.0,69.33333333333333,12.0,1,5.072841280311719
26,70.60972727272753,Mg1 O8 Re2,8.0,75.0,8.0,87.0,79.27272727272727,11.239669421487609,87.0,47.70129090909091,50.36571239669421,54.8,3404.2,752.6727272727272,54.8,13.090909090909092,4.231404958677686,1.1900826446280992,66.0,151.0,88.27272727272727,32.396694214876035,66.0,1.31,3.44,2.966363636363636,0.688925619834711,3.44,2.0,2.0,0.0,4.0,2.909090909090909,1.586776859504132,4.0,0.0,5.0,0.9090909090909092,1.487603305785124,14.0,2.0,21.0,8.363636363636363,4.595041322314049,6.0,0.0,0.0,0.0,2.0,2.0,1.4545454545454546,0.793388429752066,2.0,5.0,0.0,2.363636363636364,0.9586776859504134,2.0,9.105,22.89,11.367272727272727,3.290578512396693,9.105,0.0,0.0,0.0,12.0,194.0,182.0,61.63636363636363,72.19834710743802,12.0,2,6.012224372501015
27,87.05199999999991,Bi2 O2 F2,8.0,83.0,8.0,93.0,88.66666666666667,2.8888888888888906,86.0,81.32606773333333,85.10288817777779,53.5,490.9,217.56666666666663,53.5,16.0,0.6666666666666666,1.777777777777778,57.0,148.0,90.33333333333331,38.44444444444444,57.0,2.02,3.98,3.1466666666666665,0.7511111111111112,2.02,2.0,2.0,3.0,2.0,4.0,0.6666666666666666,3.0,0.0,10.0,3.333333333333333,4.444444444444445,14.0,6.0,29.0,14.0,10.0,6.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6666666666666666,1.0,0.0,1.0,2.0,0.6666666666666666,1.0,9.105,32.95,17.254166666666666,10.46388888888889,9.105,0.6566666666666666,0.8755555555555556,0.0,12.0,15.0,3.0,13.0,1.3333333333333333,12.0,3,10.145907044827483
28,68.94950000000044,Ni1 Te1 O4,8.0,52.0,8.0,90.0,83.16666666666667,7.388888888888886,87.0,41.71516666666667,34.28768888888889,54.8,1673.2,444.9766666666666,54.8,15.0,1.6666666666666667,1.1111111111111112,66.0,138.0,87.66666666666667,28.88888888888889,66.0,1.91,3.44,2.9616666666666664,0.6377777777777779,3.44,2.0,2.0,0.0,4.0,3.333333333333333,1.111111111111111,4.0,0.0,10.0,3.0,4.0,0.0,6.0,16.0,8.333333333333334,3.111111111111111,6.0,0.0,0.0,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,2.0,2.0,2.0,0.0,2.0,9.105,34.7633333333,13.583888888883331,7.059814814805553,9.105,0.0773333333333333,0.1288888888888889,0.0,12.0,225.0,213.0,70.83333333333333,78.44444444444444,12.0,2,4.84344404449514
29,113.1188333333335,Zr1 Ti1 Te4,22.0,52.0,52.0,90.0,74.5,20.666666666666668,90.0,108.2485,25.802,722.66,1405.34,1159.9399999999998,722.66,12.0,5.333333333333333,0.2777777777777779,138.0,175.0,147.83333333333334,13.111111111111114,138.0,1.33,2.1,1.8783333333333327,0.2955555555555556,2.1,2.0,2.0,0.0,4.0,2.6666666666666665,1.777777777777778,4.0,2.0,10.0,7.333333333333333,3.555555555555556,0.0,4.0,16.0,12.0,5.333333333333333,16.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,8.0,2.0,4.0,2.6666666666666665,2.0,16.69,34.7633333333,29.82305555553333,6.58703703702222,34.7633333333,0.3093333333333333,0.2062222222222222,0.464,152.0,194.0,42.0,166.0,18.666666666666668,152.0,0,5.4609652479863735
30,25.958624999999905,Si6 H2,1.0,14.0,14.0,92.0,81.5,5.25,78.0,21.31611,10.154084999999998,14.01,1672.99,1268.7525,1687.0,10.75,4.875,0.75,31.0,111.0,91.0,30.0,111.0,1.9,2.2,1.975,0.1125,1.9,1.0,1.75,0.0,2.0,1.5,0.75,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.25,1.125,4.0,1.0,0.25,0.0,4.0,4.0,3.0,1.5,4.0,0.0,1.0,3.25,1.125,4.0,6.615,20.44,16.98375,5.184375000000001,20.44,2.543,2.655,0.773,194.0,227.0,33.0,218.75,12.375,227.0,2,11.515879267273863
31,49.87433333333336,Co1 O2,8.0,27.0,8.0,87.0,77.33333333333333,12.888888888888893,87.0,30.310665,19.081686666666663,54.8,1713.2,625.8666666666667,54.8,13.666666666666666,3.111111111111111,0.8888888888888888,66.0,126.0,86.0,26.666666666666668,66.0,1.88,3.44,2.92,0.6933333333333334,3.44,2.0,2.0,0.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,7.0,2.333333333333333,3.1111111111111107,0.0,6.0,9.0,7.0,1.3333333333333333,6.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,3.0,2.0,2.333333333333333,0.4444444444444445,2.0,9.105,10.245,9.485,0.5066666666666659,9.105,0.0,0.0,0.0,12.0,194.0,182.0,72.66666666666667,80.8888888888889,12.0,2,4.721004579419574
